"Product UID","Name","Price","Discounted Price","Meal Time","Meal Type","Goal","Category","Subcategory","Display in alacart","status","Description"
"CHPEW","PESTO CHICKEN WRAP","190","170","BLSD","Chicken","Weight Loss","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"CHMUW","CHICKEN MUSHROOM WRAP","190","170","BLSD","Chicken","Weight Loss","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken wrap stuffed with veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"CHOMW","OMELETTE CHICKEN WRAP","190","170","BLSD","Chicken","Weight Loss","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken egg wrap stuffed with exotic veggies toasted in delicious sauce and seasonings."
"OMWR","OMELETTE WRAP","170","160","BLSD","Eagen","Weight Loss","WRAPS","EGG WRAPS","Yes","Active","whole wheat omelette wrap stuffed with smoked paneer and veggies toasted with delicious sauce sprinklrd with seasonings."
"BEWR","BOILED EGGS WRAP","170","160","BLSD","Eagen","Weight Loss","WRAPS","EGG WRAPS","Yes","Active","whole wheat boiled eggs wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"ECWR","EGG CILANTRO WRAP","170","160","BLSD","Eagen","Weight Loss","WRAPS","EGG WRAPS","Yes","Active","whole wheat eggs wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"EPWR","EGG PESTO WRAP","170","160","BLSD","Eagen","Weight Loss","WRAPS","EGG WRAPS","Yes","Active","whole wheat eggs wrap stuffed with veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"VEGFHW","VEGAN FARM HOUSE WRAP","160","150","BLSD","Vegan","Weight Loss","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat omelette wrap stuffed with smoked paneer and veggies toasted with delicious sauce sprinklrd with seasonings."
"VEGSTW","VEGAN SMOKED TOFU WRAP","160","150","BLSD","Vegan","Weight Loss","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat boiled tofu wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"VEGCIW","VEGAN CILANTRO WRAP","160","150","BLSD","Vegan","Weight Loss","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat tofu wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"VEGPEW","VEGAN PESTO WRAP","160","150","BLSD","Vegan","Weight Loss","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat tofu wrap stuffed with veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"VEGMUW","VEGAN MUSHROOM WRAP","160","150","BLSD","Vegan","Weight Loss","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat tofu wrap stuffed with mushroom ,veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"F/PWR","FISH/PRAWNS WRAP","220","190","BLSD","Pescatarian","Weight Loss","WRAPS","PESCATARIAN WRAPS","Yes","Active","whole wheat fish/prawns wrap stuffed with veggies toasted with delicious sauce sprinklrd with seasonings."
"F/PCWR","FISH/PRAWNS CILANTRO WRAP","220","190","BLSD","Pescatarian","Weight Loss","WRAPS","PESCATARIAN WRAPS","Yes","Active","whole wheat fish/prawns wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"F/PPWR","FISH/PRAWNS PESTO WRAP","220","190","BLSD","Pescatarian","Weight Loss","WRAPS","PESCATARIAN WRAPS","Yes","Active","whole wheat fish/prawns wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"VLCSOSA","VEG SOUP AND VEG SALAD","250","190","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","veg soup and veg salad makes an apt meal for losing weight"
"VLCSP","VEG SLIM PASTA","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","whole wheat pasta prepared in low fat sauces makes it a very healthy meal"
"VLWGPIN","VEG GRILLED PANEER IN INDIAN HERBS","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of indian seasonings srved with veggies"
"VLCGPIT","VEG GRILLED PANEER IN ITALIAN HERBS","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of italian seasonings srved with veggies"
"VLCGPC","VEG GRILLED PANEER IN CILANTRO SAUCE","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings, cilantro sauce served with veggies"
"VLCGPP","VEG GRILLED PANEER IN PESTO SAUCE","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings, pesto sauce srved with veggies"
"VLCWS","VEG PANEER WRAP AND SOUP","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with paneer,veggies served with delicious healthy soup"
"VLCGPPE","VEG GRILLED PANEER IN PERI PERI SAUCE","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"VLCBRK","BROWN RICE KHICHDI WITH RAITA","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"VLCMU","GRILLED MUSHROOM WITH VEGGIES","250","225","BLDS","Veg","Weight Loss","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled mushroom sauted in olive oil and perfect blend of seasonings srved with veggies"
"CHLCSS","CHICKEN SOUP AND CHICKEN SALAD","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","chicken soup and chicken salad make it a perfect combo to watch weight"
"CHLCSP","CHICKEN SLIM PASTA","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","whole wheat chicken pasta prepared in low fat sauces makes it a very healthy meal"
"CHLCWS","CHICKEN WRAP AND SOUP","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","whole wheat chicken wrap served with soup"
"CHLCIN","GRILLED CHICKEN IN INDIAN HERBS","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"CHLCIT","GRILLED CHICKEN IN ITALIAN HERBS","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"CHLCC","GRILLED CHICKEN IN CILANTRO SAUCE","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"CHLCPE","GRILLED CHICKEN IN PESTO SAUCE","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"CHLCPE","GRILLED CHICKEN IN PERI PERI SAUCE","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with chicken,veggies served with delicious peri peri sauce"
"CHLCBR","CHICKEN BROWN RICE KHICHDI WITH RAITA","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"CHLCMU","GRILLED CHICKEN IN MUSHROOM SUUCE","280","250","BLDS","Chicken","Weight Loss","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"ELCOM","EGG OMELETTE AND VEGGIES","250","225","BLDS","Eagen","Weight Loss","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","egg omelette served with exotic veggies"
"ELCWS","BOILED EGGS WRAP AND SOUP","250","225","BLDS","Eagen","Weight Loss","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","egg wraps and soup served makes it an absolute delight for health freaks"
"ELCRS","BOILED EGG RICE WITH SALAD","250","225","BLDS","Eagen","Weight Loss","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","flavoured rice served with eggs and exotic veggies i"
"ELCVS","BOILED EGGS WITH VEGGIES AND SAUCE","250","225","BLDS","Eagen","Weight Loss","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","boiled eggs served with veggies and delicious moms sauce"
"ELCSSO","EGGS SALAD AND SOUP","250","225","BLDS","Eagen","Weight Loss","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","eggs salad and soup is a light nutritious meal combo"
"PLCSOS","FISH/PRAWNS SOUP AND SALAD","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","fish/prawns soup and fish/prawns salad make it a perfect combo to watch weight"
"PLCSP","FISH/PRAWNS SLIM PASTA","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","whole wheat fish/prawns pasta prepared in low fat sauces makes it a very healthy meal"
"PLCWSO","FISH/PRAWNS WRAP AND SOUP","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","whole wheat fish/prawns wrap served with soup"
"PLCIND","GRILLED FISH/PRAWNS IN INDIAN HERBS","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","grilled fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"PLCIT","GRILLED FISH/PRAWNS IN ITALIAN HERBS","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","grilled fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"PLCCI","GRILLED FISH/PRAWNS IN CILANTRO SAUCE","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","grilled fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"PLCPE","GRILLED FISH/PRAWNS IN PESTO SAUCE","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","grilled fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"PLCPERI","GRILLED FISH/PRAWNS IN PERI PERI SAUCE","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with fish/prawns,veggies served with delicious peri peri sauce"
"PLCBRK","PRAWNS BROWN RICE KHICHDI WITH RAITA","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"PLCGPS","PRAWNS /FISH IN GARLIC PEPPER SAUCE WITH VEGGIES","300","280","BLDS","Pescatarian","Weight Loss","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","grilled fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"VLCWSO","VEGAN WRAP AND SOUP","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with tofu and veggies served with healthy soup"
"VLCWSA","VEGAN WRAP AND VEGAN SALAD","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","vegan wrapserved with vegan salad is a treat for vegans"
"VLCTIND","GRILLED TOFU IN INDIAN HERBS","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"VLCTITA","GRILLED TOFU IN ITALIAN HERBS","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"VLCTCI","GRILLED TOFU IN CILANTRO SAUCE","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"VLCTPES","GRILLED TOFU IN PESTO SAUCE","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"VLCTPERI","GRILLED TOFU IN PERI PERI SAUCE","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with tofu,veggies served with delicious peri peri sauce"
"VLCTBR","TOFU BROWN RICE KHICHDI WITH RAITA","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"VLCTGP","TOFU IN GARLIC PEPPER SAUCE WITH VEGGIES","250","225","BLDS","Vegan","Weight Loss","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"GFLCSO","GLUTENFREE SOUP AND SALAD","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","glutenfree soup and salad"
"GFVSP","GLUTEN FREE VEG SLIM PASTA","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","quinoa pasta served with low fat sauce"
"GFGRPIND","GLUTENFREE GRILLED PANEER IN INDIAN HERBS","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"GFGRPITA","GLUTENFREE GRILLED PANEER IN ITALIAN HERBS","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"GFGRPCI","GLUTENFREE GRILLED PANEER IN CILANTRO SAUCE","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"GFGRPPES","GLUTENFREE GRILLED PANEER IN PESTO SAUCE","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"GFPRSO","GLUTENFREE PANEER RICE AND SOUP","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","flavoured rice with paneer served with healthy soup"
"GFGRPAPERI","GLUTENFREE GRILLED PANEER IN PERI PERI SAUCE","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer,veggies served with delicious peri peri sauce"
"GFBRK","GLUTENFREE BROWN RICE KHICHDI WITH RAITA","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with perfect seasonings and raita"
"GFGRMU","GLUTENFREE GRILLED MUSHROOM WITH VEGGIES","250","225","BLDS","Gluten Free","Weight Loss","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled mushroom served with veggies is a heaalthy treat"
"MCVSW","VEG SANDWICH AND VEG ROLL","300","280","LDS","Veg","Weight Loss","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","veg whole wheat loaf stuffed with exotic veggies and a wholesome wrap"
"MCVSSO","VEG SANDWICH AND SOUP","300","280","LDS","Veg","Weight Loss","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","veg whole wheat loaf stuffed with exotic veggies and a nutritious soup"
"MCVCM","VEG CILANTRO MEAL","300","280","LDS","Veg","Weight Loss","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"MCVPPM","VEG PERI PERI MEAL","300","280","LDS","Veg","Weight Loss","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri curry"
"MCVPESM","VEG PESTO MEAL","300","280","LDS","Veg","Weight Loss","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"MCVTCM","VEG THAI CURRY MEAL","300","280","LDS","Veg","Weight Loss","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry having veggies and cottage cheese"
"MCCHSW","CHICKEN SANDWICH AND CHICKEN ROLL","350","300","LDS","Chicken","Weight Loss","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken whole wheat loaf stuffed with exotic veggies and a wholesome wrap"
"MCCHSSO","CHICKEN SANDWICH AND SOUP","350","300","LDS","Chicken","Weight Loss","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken whole wheat loaf stuffed with exotic veggies and a nutritious soup"
