"Product UID","Name","Price","Discounted Price","Meal Time","Meal Type","Goal","Category","Subcategory","Display in alacart","status","Description"
"PCODCHW2","PCOD CHICKEN WRAP","190","170","BLSD","Chicken","PCOD Friendly","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken wrap stuffed with smoked paneer and veggies toasted with delicious sauce sprinklrd with seasonings."
"PCODCHW3","PCOD CILANTRO CHICKEN WRAP","190","170","BLSD","Chicken","PCOD Friendly","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"PCODCHW4","PCOD PESTO CHICKEN WRAP","190","170","BLSD","Chicken","PCOD Friendly","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"PCODCHW5","PCOD CHICKEN MUSHROOM WRAP","190","170","BLSD","Chicken","PCOD Friendly","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken wrap stuffed with veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"PCODCHW6","PCOD OMELETTE CHICKEN WRAP","190","170","BLSD","Chicken","PCOD Friendly","WRAPS","CHICKEN WRAPS","Yes","Active","whole wheat chicken egg wrap stuffed with exotic veggies toasted in delicious sauce and seasonings."
"PCODEGGW1","PCOD OMELETTE WRAP","170","160","BLSD","Eagen","PCOD Friendly","WRAPS","EGG WRAPS","Yes","Active","whole wheat omelette wrap stuffed with smoked paneer and veggies toasted with delicious sauce sprinklrd with seasonings."
"PCODEGGW2","PCOD BOILED EGGS WRAP","170","160","BLSD","Eagen","PCOD Friendly","WRAPS","EGG WRAPS","Yes","Active","whole wheat boiled eggs wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"PCODEGGW3","PCOD EGG CILANTRO WRAP","170","160","BLSD","Eagen","PCOD Friendly","WRAPS","EGG WRAPS","Yes","Active","whole wheat eggs wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"PCODEGGW4","PCOD EGG PESTO WRAP","170","160","BLSD","Eagen","PCOD Friendly","WRAPS","EGG WRAPS","Yes","Active","whole wheat eggs wrap stuffed with veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"PCODVEGW1","VEGAN PCOD FARM HOUSE WRAP","160","150","BLSD","Vegan","PCOD Friendly","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat omelette wrap stuffed with smoked paneer and veggies toasted with delicious sauce sprinklrd with seasonings."
"PCODVEGW2","VEGAN PCOD SMOKED TOFU WRAP","160","150","BLSD","Vegan","PCOD Friendly","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat boiled tofu wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"PCODVEGW3","VEGAN PCOD CILANTRO WRAP","160","150","BLSD","Vegan","PCOD Friendly","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat tofu wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"PCODVEGW4","VEGAN PCOD PESTO WRAP","160","150","BLSD","Vegan","PCOD Friendly","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat tofu wrap stuffed with veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"PCODVEGW5","VEGAN PCOD MUSHROOM WRAP","160","150","BLSD","Vegan","PCOD Friendly","WRAPS","VEGAN WRAPS","Yes","Active","whole wheat tofu wrap stuffed with mushroom ,veggies loaded with delicious creamy pesto sauce sprinkled with seasonings"
"PCODFPW1","PCOD/PRAWNS WRAP","220","190","BLSD","Pescatarian","PCOD Friendly","WRAPS","PESCATARIAN WRAPS","Yes","Active","whole wheat fish/prawns wrap stuffed with veggies toasted with delicious sauce sprinklrd with seasonings."
"PCODFPW2","PCOD/PRAWNS CILANTRO WRAP","220","190","BLSD","Pescatarian","PCOD Friendly","WRAPS","PESCATARIAN WRAPS","Yes","Active","whole wheat fish/prawns wrap stuffed with mushrooms and veggies toasted with delicious sauce sprinkled with seasonings."
"PCODFPW3","PCOD/PRAWNS PESTO WRAP","220","190","BLSD","Pescatarian","PCOD Friendly","WRAPS","PESCATARIAN WRAPS","Yes","Active","whole wheat fish/prawns wrap stuffed with veggies,cottage cheese mixed with cilantro sauce and italian seasonings"
"PCODVHPM1","PCOD VEG HP BURRITTO BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","brown rice, paneer, exotic veggies, salsa, beans served with sauce of the day"
"PCODVHPM2","PCOD VEG HP THAI BUDDHA BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"PCODVHPM3","PCOD VEG HP INDIAN VEGGIES BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"PCODVHPM4","PCOD VEG HP MEDITERRANEAN BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"PCODVHPM5","PCOD VEG HP MEXICAN BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"PCODVHPM6","PCOD VEG HP FALAFEL BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"PCODVHPM7","PCOD VEG HP CILANTRO BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"PCODVHPM8","PCOD VEG HP PESTO BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"PCODVHPM9","PCOD VEG HP MARINARA BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"PCODVHPM10","PCOD VEG HP SANGUINE SLINGER BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"PCODVHPM11","PCOD VEG HP DELICIOUS DESI BOWL","275","250","LD","Veg","PCOD Friendly","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"PCODHPCHB1","PCOD CHICKEN HP BURRITTO BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","brown rice, chicken, exotic veggies, salsa, beans served with sauce of the day"
"PCODHPCHB2","PCOD CHICKEN HP THAI BUDDHA BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, grilled chicken, exotic veggies, rice served with delicious peanut sauce"
"PCODHPCHB3","PCOD CHICKEN HP INDIAN VEGGIES BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with chicken, greens, hummus and indian veggies"
"PCODHPCHB4","PCOD CHICKEN HP MEDITERRANEAN BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies,chicken layered with beans ,hummus and sweet potato patty is simply divine"
"PCODHPCHB5","PCOD CHICKEN HP MEXICAN BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies, chicken, layered with beans is delicious and heavenly"
"PCODHPCHB6","PCOD CHICKEN HP FALAFEL BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea, chicken patty served with yellow rice"
"PCODHPCHB7","PCOD CHICKEN HP CILANTRO BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with chicken and cilantro sauce"
"PCODHPCHB8","PCOD CHICKEN HP PESTO BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with chicken and pesto sauce"
"PCODHPCHB9","PCOD CHICKEN HP MARINARA BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with chicken and marinara sauce"
"PCODHPCHB10","PCOD CHICKEN HP SANGUINE SLINGER BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with chicken and sanguine slinger sauce"
"PCODHPCHB11","PCOD CHICKEN HP DELICIOUS DESI BOWL","350","300","LD","Chicken","PCOD Friendly","HIGH PROTEIN MEALS","CHICKEN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with chicken and delicious desi sauce"
"PCODEHPB1","PCOD EGGS HP BURRITTO BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","brown rice, egg, exotic veggies, salsa, beans served with sauce of the day"
"PCODEHPB2","PCOD EGGS HP THAI BUDDHA BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, grilled egg, exotic veggies, rice served with delicious peanut sauce"
"PCODEHPB3","PCOD EGGS HP INDIAN VEGGIES BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with egg, greens, hummus and indian veggies"
"PCODFHPB","PCOD EGGS HP MEDITERRANEAN BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies,egg layered with beans ,hummus and sweet potato patty is simply divine"
"PCODFHPB","PCOD EGGS HP MEXICAN BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies, egg, layered with beans is delicious and heavenly"
"PCODFHPB","PCOD EGGS HP FALAFEL BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea, egg patty served with yellow rice"
"PCODFHPB","PCOD EGGS HP CILANTRO BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with egg and cilantro sauce"
"PCODFHPB","PCOD EGGS HP PESTO BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with egg and pesto sauce"
"PCODFHPB","PCOD EGGS HP MARINARA BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with egg and marinara sauce"
"PCODFHPB","PCOD EGGS HP SANGUINE SLINGER BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with egg and sanguine slinger sauce"
"PCODFHPB","PCOD EGGS HP DELICIOUS DESI BOWL","275","250","LD","Eagen","PCOD Friendly","HIGH PROTEIN MEALS","EGG HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with egg and delicious desi sauce"
"PCODFHPB","PCOD FISH/PRAWNSHP BURRITTO BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","brown rice, fish/prawns, exotic veggies, salsa, beans served with sauce of the day"
"PCODFHPB","PCOD FISH/PRAWNSHP THAI BUDDHA BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, grilled fish/prawns, exotic veggies, rice served with delicious peanut sauce"
"PCODFHPB","PCOD FISH/PRAWNSHP INDIAN VEGGIES BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with fish/prawns, greens, hummus and indian veggies"
"PCODFHPB","PCOD FISH/PRAWNSHP MEDITERRANEAN BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies,fish/prawns layered with beans ,hummus and sweet potato patty is simply divine"
"PCODFHPB","PCOD FISH/PRAWNSHP MEXICAN BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies, fish/prawns, layered with beans is delicious and heavenly"
"PCODFHPB","PCOD FISH/PRAWNSHP FALAFEL BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea, fish/prawns patty served with yellow rice"
"PCODFHPB","PCOD FISH/PRAWNSHP CILANTRO BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with fish/prawns and cilantro sauce"
"PCODFHPB","PCOD FISH/PRAWNSHP PESTO BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with fish/prawns and pesto sauce"
"PCODFHPB","PCOD FISH/PRAWNSHP MARINARA BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with fish/prawns and marinara sauce"
"PCODFHPB","PCOD FISH/PRAWNSHP SANGUINE SLINGER BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with fish/prawns and sanguine slinger sauce"
"PCODFHPB","PCOD FISH/PRAWNSHP DELICIOUS DESI BOWL","400","350","LD","Pescatarian","PCOD Friendly","HIGH PROTEIN MEALS","PESCATARIAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with fish/prawns and delicious desi sauce"
"PCODVEGAN1","PCOD VEGAN HP BURRITTO BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","brown rice, tofu, exotic veggies, salsa, beans served with sauce of the day"
"PCODVEGAN2","PCOD VEGAN HP THAI BUDDHA BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"PCODVEGAN3","PCOD VEGAN HP INDIAN VEGGIES BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"PCODVEGAN4","PCOD VEGAN HP MEDITERRANEAN BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"PCODVEGAN5","PCOD VEGAN HP MEXICAN BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"PCODVEGAN6","PCOD VEGAN HP FALAFEL BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"PCODVEGAN7","PCOD VEGAN HP CILANTRO BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"PCODVEGAN8","PCOD VEGAN HP PESTO BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"PCODVEGAN9","PCOD VEGAN HP MARINARA BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"PCODVEGAN10","PCOD VEGAN HP SANGUINE SLINGER BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"PCODVEGAN11","PCOD VEGAN HP DELICIOUS DESI BOWL","275","250","LD","Vegan","PCOD Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"PCODGFHPB1","PCOD GLUTENFREE HP BURRITTO BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","brown rice, paneer, exotic veggies, salsa, beans served with sauce of the day"
"PCODGFHPB2","PCOD GLUTENFREE HP THAI BUDDHA BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"PCODGFHPB3","PCOD GLUTENFREE HP INDIAN VEGGIES BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"PCODGFHPB4","PCOD GLUTENFREE HP MEDITERRANEAN BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"PCODGFHPB5","PCOD GLUTENFREE HP MEXICAN BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"PCODGFHPB6","PCOD GLUTENFREE HP FALAFEL BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"PCODGFHPB7","PCOD GLUTENFREE HP CILANTRO BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"PCODGFHPB8","PCOD GLUTENFREE HP PESTO BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"PCODGFHPB9","PCOD GLUTENFREE HP MARINARA BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"PCODGFHPB10","PCOD GLUTENFREE HP SANGUINE SLINGER BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"PCODGFHPB11","PCOD GLUTENFREE HP DELICIOUS DESI BOWL","275","250","LD","Gluten Free","PCOD Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"DFVEGANHPB1","DF VEGAN HP BURRITTO BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","brown rice, tofu, exotic veggies, salsa, beans served with sauce of the day"
"DFVEGANHPB2","DF VEGAN HP THAI BUDDHA BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"DFVEGANHPB3","DF VEGAN HP INDIAN VEGGIES BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"DFVEGANHPB4","DF VEGAN HP MEDITERRANEAN BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"DFVEGANHPB5","DF VEGAN HP MEXICAN BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"DFVEGANHPB6","DF VEGAN HP FALAFEL BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"DFVEGANHPB7","DF VEGAN HP CILANTRO BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"DFVEGANHPB8","DF VEGAN HP PESTO BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"DFVEGANHPB9","DF VEGAN HP MARINARA BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"DFVEGANHPB10","DF VEGAN HP SANGUINE SLINGER BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"DFVEGANHPB11","DF VEGAN HP DELICIOUS DESI BOWL","275","250","LD","Vegan","Diabetic Friendly","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"DFGFBB1","DFGF HP BURRITTO BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","brown rice, paneer, exotic veggies, salsa, beans served with sauce of the day"
"DFGFBB2","DFGF HP THAI BUDDHA BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"DFGFBB3","DFGF HP INDIAN VEGGIES BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"DFGFBB4","DFGF HP MEDITERRANEAN BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"DFGFBB5","DFGF HP MEXICAN BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"DFGFBB6","DFGF HP FALAFEL BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"DFGFBB7","DFGF HP CILANTRO BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"DFGFBB8","DFGF HP PESTO BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"DFGFBB9","DFGF HP MARINARA BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"DFGFBB10","DFGF HP SANGUINE SLINGER BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"DFGFBB11","DFGF HP DELICIOUS DESI BOWL","275","250","LD","Gluten Free","Diabetic Friendly","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"PCODVCOM1","PCODVEG SALAD AND JUICE(ANY)","250","200","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","veg salad served with juice of the day"
"PCODVCOM2","PCODVEG SANDWICH AND JUICE9ANY)","270","250","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","farm house sandwich served with detox wonder"
"PCODVCOM3","PCODVEG PCODVEGAN SALAD AND SMOOTHIE(ANY)","350","280","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","any salad served with the high protein banana smoothie is simply delicious"
"PCODVCOM4","PCODVEG WRAP AND JUICE","275","200","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","veg healthy wrap served with an equally healthy juice"
"PCODVCOM5","PCODVEG WRAP AND SMOOTHIE","370","280","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","veg wrap served with a smoothie is sumptuous nutritious meal"
"PCODVCOM6","PCODVEG SANDWICH AND SMOOTHIE","370","280","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
